image,node_label_triples,node_output_triples,node_overlap_triples,node_precision,node_recall,node_f1,node_jaccard,edge_label_triples,edge_output_triples,edge_overlap_triples,edge_precision,edge_recall,edge_f1,edge_jaccard,overall_label_triples,overall_output_triples,overall_overlap_triples,overall_precision,overall_recall,overall_f1,overall_jaccard
627,20,20,15,0.75,0.75,0.75,0.6,19,19,10,0.5263,0.5263,0.5263,0.3571,39,39,25,0.641,0.641,0.641,0.4717
630,26,26,20,0.7692,0.7692,0.7692,0.625,25,25,14,0.56,0.56,0.56,0.3889,51,51,34,0.6667,0.6667,0.6667,0.5
634,26,26,25,0.9615,0.9615,0.9615,0.9259,27,27,16,0.5926,0.5926,0.5926,0.4211,53,53,41,0.7736,0.7736,0.7736,0.6308
652,33,32,1,0.0312,0.0303,0.0308,0.0156,12,31,0,0.0,0.0,0,0.0,45,63,1,0.0159,0.0222,0.0185,0.0093
655,17,17,16,0.9412,0.9412,0.9412,0.8889,16,16,10,0.625,0.625,0.625,0.4545,33,33,26,0.7879,0.7879,0.7879,0.65
663,17,17,11,0.6471,0.6471,0.6471,0.4783,16,16,10,0.625,0.625,0.625,0.4545,33,33,21,0.6364,0.6364,0.6364,0.4667
672,17,17,15,0.8824,0.8824,0.8824,0.7895,18,18,12,0.6667,0.6667,0.6667,0.5,35,35,27,0.7714,0.7714,0.7714,0.6279
684,26,26,19,0.7308,0.7308,0.7308,0.5758,26,26,16,0.6154,0.6154,0.6154,0.4444,52,52,35,0.6731,0.6731,0.6731,0.5072
692,24,24,22,0.9167,0.9167,0.9167,0.8462,22,22,14,0.6364,0.6364,0.6364,0.4667,46,46,36,0.7826,0.7826,0.7826,0.6429
699,24,24,24,1.0,1.0,1.0,1.0,22,22,14,0.6364,0.6364,0.6364,0.4667,46,46,38,0.8261,0.8261,0.8261,0.7037
701,12,12,9,0.75,0.75,0.75,0.6,10,10,6,0.6,0.6,0.6,0.4286,22,22,15,0.6818,0.6818,0.6818,0.5172
706,23,23,12,0.5217,0.5217,0.5217,0.3529,22,22,12,0.5455,0.5455,0.5455,0.375,45,45,24,0.5333,0.5333,0.5333,0.3636
709,25,25,24,0.96,0.96,0.96,0.9231,23,26,14,0.5385,0.6087,0.5714,0.4,48,51,38,0.7451,0.7917,0.7677,0.623
728,17,17,11,0.6471,0.6471,0.6471,0.4783,11,11,6,0.5455,0.5455,0.5455,0.375,28,28,17,0.6071,0.6071,0.6071,0.4359
731,24,24,14,0.5833,0.5833,0.5833,0.4118,22,22,10,0.4545,0.4545,0.4545,0.2941,46,46,24,0.5217,0.5217,0.5217,0.3529
735,11,11,9,0.8182,0.8182,0.8182,0.6923,9,9,6,0.6667,0.6667,0.6667,0.5,20,20,15,0.75,0.75,0.75,0.6
753,18,17,11,0.6471,0.6111,0.6286,0.4583,16,16,9,0.5625,0.5625,0.5625,0.3913,34,33,20,0.6061,0.5882,0.597,0.4255
761,27,27,18,0.6667,0.6667,0.6667,0.5,25,25,16,0.64,0.64,0.64,0.4706,52,52,34,0.6538,0.6538,0.6538,0.4857
765,18,18,10,0.5556,0.5556,0.5556,0.3846,16,16,6,0.375,0.375,0.375,0.2308,34,34,16,0.4706,0.4706,0.4706,0.3077
800,29,29,1,0.0345,0.0345,0.0345,0.0175,23,23,0,0.0,0.0,0,0.0,52,52,1,0.0192,0.0192,0.0192,0.0097
813,14,14,11,0.7857,0.7857,0.7857,0.6471,12,12,8,0.6667,0.6667,0.6667,0.5,26,26,19,0.7308,0.7308,0.7308,0.5758
818,14,14,9,0.6429,0.6429,0.6429,0.4737,12,12,8,0.6667,0.6667,0.6667,0.5,26,26,17,0.6538,0.6538,0.6538,0.4857
823,26,26,14,0.5385,0.5385,0.5385,0.3684,25,25,14,0.56,0.56,0.56,0.3889,51,51,28,0.549,0.549,0.549,0.3784
848,20,20,18,0.9,0.9,0.9,0.8182,18,18,12,0.6667,0.6667,0.6667,0.5,38,38,30,0.7895,0.7895,0.7895,0.6522
888,20,20,20,1.0,1.0,1.0,1.0,18,18,12,0.6667,0.6667,0.6667,0.5,38,38,32,0.8421,0.8421,0.8421,0.7273
891,19,19,12,0.6316,0.6316,0.6316,0.4615,17,17,8,0.4706,0.4706,0.4706,0.3077,36,36,20,0.5556,0.5556,0.5556,0.3846
900,20,20,16,0.8,0.8,0.8,0.6667,16,16,8,0.5,0.5,0.5,0.3333,36,36,24,0.6667,0.6667,0.6667,0.5
902,26,26,12,0.4615,0.4615,0.4615,0.3,25,25,12,0.48,0.48,0.48,0.3158,51,51,24,0.4706,0.4706,0.4706,0.3077
904,20,20,20,1.0,1.0,1.0,1.0,18,18,12,0.6667,0.6667,0.6667,0.5,38,38,32,0.8421,0.8421,0.8421,0.7273
905,24,25,16,0.64,0.6667,0.6531,0.4848,22,22,14,0.6364,0.6364,0.6364,0.4667,46,47,30,0.6383,0.6522,0.6452,0.4762
907,23,23,14,0.6087,0.6087,0.6087,0.4375,22,22,13,0.5909,0.5909,0.5909,0.4194,45,45,27,0.6,0.6,0.6,0.4286
908,23,23,19,0.8261,0.8261,0.8261,0.7037,22,22,12,0.5455,0.5455,0.5455,0.375,45,45,31,0.6889,0.6889,0.6889,0.5254
910,27,26,22,0.8462,0.8148,0.8302,0.7097,22,22,10,0.4545,0.4545,0.4545,0.2941,49,48,32,0.6667,0.6531,0.6598,0.4923
911,26,26,20,0.7692,0.7692,0.7692,0.625,25,25,16,0.64,0.64,0.64,0.4706,51,51,36,0.7059,0.7059,0.7059,0.5455
914,24,24,24,1.0,1.0,1.0,1.0,22,22,14,0.6364,0.6364,0.6364,0.4667,46,46,38,0.8261,0.8261,0.8261,0.7037
915,26,26,22,0.8462,0.8462,0.8462,0.7333,20,20,11,0.55,0.55,0.55,0.3793,46,46,33,0.7174,0.7174,0.7174,0.5593
916,17,18,15,0.8333,0.8824,0.8571,0.75,11,11,6,0.5455,0.5455,0.5455,0.375,28,29,21,0.7241,0.75,0.7368,0.5833
918,25,24,22,0.9167,0.88,0.898,0.8148,23,23,13,0.5652,0.5652,0.5652,0.3939,48,47,35,0.7447,0.7292,0.7368,0.5833
919,23,25,20,0.8,0.8696,0.8333,0.7143,20,23,11,0.4783,0.55,0.5116,0.3438,43,48,31,0.6458,0.7209,0.6813,0.5167
920,23,26,14,0.5385,0.6087,0.5714,0.4,22,22,11,0.5,0.5,0.5,0.3333,45,48,25,0.5208,0.5556,0.5376,0.3676
921,25,25,11,0.44,0.44,0.44,0.2821,22,22,10,0.4545,0.4545,0.4545,0.2941,47,47,21,0.4468,0.4468,0.4468,0.2877
922,26,26,20,0.7692,0.7692,0.7692,0.625,25,25,16,0.64,0.64,0.64,0.4706,51,51,36,0.7059,0.7059,0.7059,0.5455
924,11,11,11,1.0,1.0,1.0,1.0,9,9,6,0.6667,0.6667,0.6667,0.5,20,20,17,0.85,0.85,0.85,0.7391
926,20,20,9,0.45,0.45,0.45,0.2903,15,14,7,0.5,0.4667,0.4828,0.3182,35,34,16,0.4706,0.4571,0.4638,0.3019
929,23,23,23,1.0,1.0,1.0,1.0,22,22,14,0.6364,0.6364,0.6364,0.4667,45,45,37,0.8222,0.8222,0.8222,0.6981
930,17,17,11,0.6471,0.6471,0.6471,0.4783,16,16,8,0.5,0.5,0.5,0.3333,33,33,19,0.5758,0.5758,0.5758,0.4043
931,14,14,14,1.0,1.0,1.0,1.0,10,10,6,0.6,0.6,0.6,0.4286,24,24,20,0.8333,0.8333,0.8333,0.7143
933,16,16,16,1.0,1.0,1.0,1.0,14,14,8,0.5714,0.5714,0.5714,0.4,30,30,24,0.8,0.8,0.8,0.6667
934,34,34,16,0.4706,0.4706,0.4706,0.3077,32,32,14,0.4375,0.4375,0.4375,0.28,66,66,30,0.4545,0.4545,0.4545,0.2941
935,17,17,12,0.7059,0.7059,0.7059,0.5455,16,16,10,0.625,0.625,0.625,0.4545,33,33,22,0.6667,0.6667,0.6667,0.5
936,17,17,16,0.9412,0.9412,0.9412,0.8889,16,16,10,0.625,0.625,0.625,0.4545,33,33,26,0.7879,0.7879,0.7879,0.65
937,30,30,1,0.0333,0.0333,0.0333,0.0169,26,27,0,0.0,0.0,0,0.0,56,57,1,0.0175,0.0179,0.0177,0.0089
938,14,14,13,0.9286,0.9286,0.9286,0.8667,10,10,6,0.6,0.6,0.6,0.4286,24,24,19,0.7917,0.7917,0.7917,0.6552
940,34,34,16,0.4706,0.4706,0.4706,0.3077,32,32,14,0.4375,0.4375,0.4375,0.28,66,66,30,0.4545,0.4545,0.4545,0.2941
