image,node_label_triples,node_output_triples,node_overlap_triples,node_precision,node_recall,node_f1,node_jaccard,edge_label_triples,edge_output_triples,edge_overlap_triples,edge_precision,edge_recall,edge_f1,edge_jaccard,overall_label_triples,overall_output_triples,overall_overlap_triples,overall_precision,overall_recall,overall_f1,overall_jaccard
672,17,11,11,1.0,0.6471,0.7857,0.6471,18,18,6,0.3333,0.3333,0.3333,0.2,35,29,17,0.5862,0.4857,0.5312,0.3617
684,26,16,7,0.4375,0.2692,0.3333,0.2,26,10,6,0.6,0.2308,0.3333,0.2,52,26,13,0.5,0.25,0.3333,0.2
692,24,18,15,0.8333,0.625,0.7143,0.5556,22,22,7,0.3182,0.3182,0.3182,0.1892,46,40,22,0.55,0.4783,0.5116,0.3438
699,24,16,15,0.9375,0.625,0.75,0.6,22,23,7,0.3043,0.3182,0.3111,0.1842,46,39,22,0.5641,0.4783,0.5176,0.3492
701,12,9,7,0.7778,0.5833,0.6667,0.5,10,10,3,0.3,0.3,0.3,0.1765,22,19,10,0.5263,0.4545,0.4878,0.3226
706,23,16,11,0.6875,0.4783,0.5641,0.3929,22,22,6,0.2727,0.2727,0.2727,0.1579,45,38,17,0.4474,0.3778,0.4096,0.2576
709,25,18,12,0.6667,0.48,0.5581,0.3871,23,26,7,0.2692,0.3043,0.2857,0.1667,48,44,19,0.4318,0.3958,0.413,0.2603
728,17,14,9,0.6429,0.5294,0.5806,0.4091,11,11,3,0.2727,0.2727,0.2727,0.1579,28,25,12,0.48,0.4286,0.4528,0.2927
731,24,24,13,0.5417,0.5417,0.5417,0.3714,22,22,10,0.4545,0.4545,0.4545,0.2941,46,46,23,0.5,0.5,0.5,0.3333
735,11,8,6,0.75,0.5455,0.6316,0.4615,9,9,3,0.3333,0.3333,0.3333,0.2,20,17,9,0.5294,0.45,0.4865,0.3214
753,18,8,6,0.75,0.3333,0.4615,0.3,16,16,5,0.3125,0.3125,0.3125,0.1852,34,24,11,0.4583,0.3235,0.3793,0.234
761,27,20,18,0.9,0.6667,0.766,0.6207,25,25,8,0.32,0.32,0.32,0.1905,52,45,26,0.5778,0.5,0.5361,0.3662
765,18,14,9,0.6429,0.5,0.5625,0.3913,16,16,4,0.25,0.25,0.25,0.1429,34,30,13,0.4333,0.3824,0.4062,0.2549
800,29,29,1,0.0345,0.0345,0.0345,0.0175,23,23,0,0.0,0.0,0,0.0,52,52,1,0.0192,0.0192,0.0192,0.0097
813,14,14,9,0.6429,0.6429,0.6429,0.4737,12,12,8,0.6667,0.6667,0.6667,0.5,26,26,17,0.6538,0.6538,0.6538,0.4857
818,14,10,5,0.5,0.3571,0.4167,0.2632,12,12,8,0.6667,0.6667,0.6667,0.5,26,22,13,0.5909,0.5,0.5417,0.3714
823,26,26,15,0.5769,0.5769,0.5769,0.4054,25,25,16,0.64,0.64,0.64,0.4706,51,51,31,0.6078,0.6078,0.6078,0.4366
848,20,20,13,0.65,0.65,0.65,0.4815,18,18,12,0.6667,0.6667,0.6667,0.5,38,38,25,0.6579,0.6579,0.6579,0.4902
888,20,20,13,0.65,0.65,0.65,0.4815,18,18,12,0.6667,0.6667,0.6667,0.5,38,38,25,0.6579,0.6579,0.6579,0.4902
891,19,19,10,0.5263,0.5263,0.5263,0.3571,17,17,8,0.4706,0.4706,0.4706,0.3077,36,36,18,0.5,0.5,0.5,0.3333
900,20,20,11,0.55,0.55,0.55,0.3793,16,16,8,0.5,0.5,0.5,0.3333,36,36,19,0.5278,0.5278,0.5278,0.3585
902,26,26,11,0.4231,0.4231,0.4231,0.2683,25,25,12,0.48,0.48,0.48,0.3158,51,51,23,0.451,0.451,0.451,0.2911
904,20,14,13,0.9286,0.65,0.7647,0.619,18,18,6,0.3333,0.3333,0.3333,0.2,38,32,19,0.5938,0.5,0.5429,0.3725
905,24,25,16,0.64,0.6667,0.6531,0.4848,22,22,14,0.6364,0.6364,0.6364,0.4667,46,47,30,0.6383,0.6522,0.6452,0.4762
907,23,23,14,0.6087,0.6087,0.6087,0.4375,22,22,13,0.5909,0.5909,0.5909,0.4194,45,45,27,0.6,0.6,0.6,0.4286
908,23,23,13,0.5652,0.5652,0.5652,0.3939,22,19,11,0.5789,0.5,0.5366,0.3667,45,42,24,0.5714,0.5333,0.5517,0.381
910,27,26,12,0.4615,0.4444,0.4528,0.2927,22,23,7,0.3043,0.3182,0.3111,0.1842,49,49,19,0.3878,0.3878,0.3878,0.2405
911,26,17,16,0.9412,0.6154,0.7442,0.5926,25,26,8,0.3077,0.32,0.3137,0.186,51,43,24,0.5581,0.4706,0.5106,0.3429
914,24,24,16,0.6667,0.6667,0.6667,0.5,22,22,14,0.6364,0.6364,0.6364,0.4667,46,46,30,0.6522,0.6522,0.6522,0.4839
915,26,26,15,0.5769,0.5769,0.5769,0.4054,20,20,11,0.55,0.55,0.55,0.3793,46,46,26,0.5652,0.5652,0.5652,0.3939
916,17,15,9,0.6,0.5294,0.5625,0.3913,11,11,3,0.2727,0.2727,0.2727,0.1579,28,26,12,0.4615,0.4286,0.4444,0.2857
918,25,24,15,0.625,0.6,0.6122,0.4412,23,23,13,0.5652,0.5652,0.5652,0.3939,48,47,28,0.5957,0.5833,0.5895,0.4179
919,23,25,13,0.52,0.5652,0.5417,0.3714,20,23,11,0.4783,0.55,0.5116,0.3438,43,48,24,0.5,0.5581,0.5275,0.3582
920,23,26,11,0.4231,0.4783,0.449,0.2895,22,22,11,0.5,0.5,0.5,0.3333,45,48,22,0.4583,0.4889,0.4731,0.3099
921,25,25,11,0.44,0.44,0.44,0.2821,22,22,10,0.4545,0.4545,0.4545,0.2941,47,47,21,0.4468,0.4468,0.4468,0.2877
922,26,18,16,0.8889,0.6154,0.7273,0.5714,25,25,8,0.32,0.32,0.32,0.1905,51,43,24,0.5581,0.4706,0.5106,0.3429
924,11,8,7,0.875,0.6364,0.7368,0.5833,9,9,3,0.3333,0.3333,0.3333,0.2,20,17,10,0.5882,0.5,0.5405,0.3704
926,20,11,7,0.6364,0.35,0.4516,0.2917,15,17,4,0.2353,0.2667,0.25,0.1429,35,28,11,0.3929,0.3143,0.3492,0.2115
929,23,16,14,0.875,0.6087,0.7179,0.56,22,22,7,0.3182,0.3182,0.3182,0.1892,45,38,21,0.5526,0.4667,0.506,0.3387
930,17,17,8,0.4706,0.4706,0.4706,0.3077,16,16,8,0.5,0.5,0.5,0.3333,33,33,16,0.4848,0.4848,0.4848,0.32
931,14,14,9,0.6429,0.6429,0.6429,0.4737,10,10,6,0.6,0.6,0.6,0.4286,24,24,15,0.625,0.625,0.625,0.4545
933,16,16,11,0.6875,0.6875,0.6875,0.5238,14,14,8,0.5714,0.5714,0.5714,0.4,30,30,19,0.6333,0.6333,0.6333,0.4634
934,34,25,14,0.56,0.4118,0.4746,0.3111,32,32,9,0.2812,0.2812,0.2812,0.1636,66,57,23,0.4035,0.3485,0.374,0.23
935,17,17,9,0.5294,0.5294,0.5294,0.36,16,16,10,0.625,0.625,0.625,0.4545,33,33,19,0.5758,0.5758,0.5758,0.4043
936,17,17,9,0.5294,0.5294,0.5294,0.36,16,16,10,0.625,0.625,0.625,0.4545,33,33,19,0.5758,0.5758,0.5758,0.4043
937,30,31,1,0.0323,0.0333,0.0328,0.0167,26,27,0,0.0,0.0,0,0.0,56,58,1,0.0172,0.0179,0.0175,0.0088
938,14,11,7,0.6364,0.5,0.56,0.3889,10,10,3,0.3,0.3,0.3,0.1765,24,21,10,0.4762,0.4167,0.4444,0.2857
940,34,34,16,0.4706,0.4706,0.4706,0.3077,32,32,14,0.4375,0.4375,0.4375,0.28,66,66,30,0.4545,0.4545,0.4545,0.2941
