image,node_label_triples,node_output_triples,node_overlap_triples,node_precision,node_recall,node_f1,node_jaccard,edge_label_triples,edge_output_triples,edge_overlap_triples,edge_precision,edge_recall,edge_f1,edge_jaccard,overall_label_triples,overall_output_triples,overall_overlap_triples,overall_precision,overall_recall,overall_f1,overall_jaccard
753,18,17,16,0.9412,0.8889,0.9143,0.8421,16,16,15,0.9375,0.9375,0.9375,0.8824,34,33,31,0.9394,0.9118,0.9254,0.8611
761,27,27,26,0.963,0.963,0.963,0.9286,25,25,25,1.0,1.0,1.0,1.0,52,52,51,0.9808,0.9808,0.9808,0.9623
765,18,18,11,0.6111,0.6111,0.6111,0.44,16,16,7,0.4375,0.4375,0.4375,0.28,34,34,18,0.5294,0.5294,0.5294,0.36
800,29,29,1,0.0345,0.0345,0.0345,0.0175,23,23,0,0.0,0.0,0,0.0,52,52,1,0.0192,0.0192,0.0192,0.0097
813,14,14,13,0.9286,0.9286,0.9286,0.8667,12,12,12,1.0,1.0,1.0,1.0,26,26,25,0.9615,0.9615,0.9615,0.9259
818,14,14,14,1.0,1.0,1.0,1.0,12,12,12,1.0,1.0,1.0,1.0,26,26,26,1.0,1.0,1.0,1.0
823,26,26,24,0.9231,0.9231,0.9231,0.8571,25,26,25,0.9615,1.0,0.9804,0.9615,51,52,49,0.9423,0.9608,0.9515,0.9074
848,20,20,19,0.95,0.95,0.95,0.9048,18,18,18,1.0,1.0,1.0,1.0,38,38,37,0.9737,0.9737,0.9737,0.9487
888,20,20,18,0.9,0.9,0.9,0.8182,18,21,18,0.8571,1.0,0.9231,0.8571,38,41,36,0.878,0.9474,0.9114,0.8372
891,19,19,12,0.6316,0.6316,0.6316,0.4615,17,17,11,0.6471,0.6471,0.6471,0.4783,36,36,23,0.6389,0.6389,0.6389,0.4694
900,20,20,16,0.8,0.8,0.8,0.6667,16,16,13,0.8125,0.8125,0.8125,0.6842,36,36,29,0.8056,0.8056,0.8056,0.6744
902,26,26,12,0.4615,0.4615,0.4615,0.3,25,25,14,0.56,0.56,0.56,0.3889,51,51,26,0.5098,0.5098,0.5098,0.3421
904,20,20,20,1.0,1.0,1.0,1.0,18,18,18,1.0,1.0,1.0,1.0,38,38,38,1.0,1.0,1.0,1.0
905,24,25,21,0.84,0.875,0.8571,0.75,22,22,22,1.0,1.0,1.0,1.0,46,47,43,0.9149,0.9348,0.9247,0.86
907,23,23,19,0.8261,0.8261,0.8261,0.7037,22,22,17,0.7727,0.7727,0.7727,0.6296,45,45,36,0.8,0.8,0.8,0.6667
908,23,23,22,0.9565,0.9565,0.9565,0.9167,22,19,19,1.0,0.8636,0.9268,0.8636,45,42,41,0.9762,0.9111,0.9425,0.8913
910,27,26,22,0.8462,0.8148,0.8302,0.7097,22,22,19,0.8636,0.8636,0.8636,0.76,49,48,41,0.8542,0.8367,0.8454,0.7321
911,26,26,20,0.7692,0.7692,0.7692,0.625,25,25,25,1.0,1.0,1.0,1.0,51,51,45,0.8824,0.8824,0.8824,0.7895
914,24,24,24,1.0,1.0,1.0,1.0,22,22,22,1.0,1.0,1.0,1.0,46,46,46,1.0,1.0,1.0,1.0
915,26,26,20,0.7692,0.7692,0.7692,0.625,20,20,14,0.7,0.7,0.7,0.5385,46,46,34,0.7391,0.7391,0.7391,0.5862
916,17,18,15,0.8333,0.8824,0.8571,0.75,11,11,11,1.0,1.0,1.0,1.0,28,29,26,0.8966,0.9286,0.9123,0.8387
918,25,24,22,0.9167,0.88,0.898,0.8148,23,23,21,0.913,0.913,0.913,0.84,48,47,43,0.9149,0.8958,0.9053,0.8269
919,23,25,20,0.8,0.8696,0.8333,0.7143,20,23,19,0.8261,0.95,0.8837,0.7917,43,48,39,0.8125,0.907,0.8571,0.75
920,23,26,14,0.5385,0.6087,0.5714,0.4,22,22,16,0.7273,0.7273,0.7273,0.5714,45,48,30,0.625,0.6667,0.6452,0.4762
921,25,25,12,0.48,0.48,0.48,0.3158,22,22,15,0.6818,0.6818,0.6818,0.5172,47,47,27,0.5745,0.5745,0.5745,0.403
922,26,26,20,0.7692,0.7692,0.7692,0.625,25,25,25,1.0,1.0,1.0,1.0,51,51,45,0.8824,0.8824,0.8824,0.7895
924,11,11,11,1.0,1.0,1.0,1.0,9,9,9,1.0,1.0,1.0,1.0,20,20,20,1.0,1.0,1.0,1.0
926,20,20,12,0.6,0.6,0.6,0.4286,15,14,11,0.7857,0.7333,0.7586,0.6111,35,34,23,0.6765,0.6571,0.6667,0.5
929,23,23,23,1.0,1.0,1.0,1.0,22,22,22,1.0,1.0,1.0,1.0,45,45,45,1.0,1.0,1.0,1.0
930,17,17,11,0.6471,0.6471,0.6471,0.4783,16,16,11,0.6875,0.6875,0.6875,0.5238,33,33,22,0.6667,0.6667,0.6667,0.5
931,14,14,14,1.0,1.0,1.0,1.0,10,10,10,1.0,1.0,1.0,1.0,24,24,24,1.0,1.0,1.0,1.0
933,16,16,16,1.0,1.0,1.0,1.0,14,14,14,1.0,1.0,1.0,1.0,30,30,30,1.0,1.0,1.0,1.0
934,34,34,16,0.4706,0.4706,0.4706,0.3077,32,32,20,0.625,0.625,0.625,0.4545,66,66,36,0.5455,0.5455,0.5455,0.375
935,17,17,12,0.7059,0.7059,0.7059,0.5455,16,16,16,1.0,1.0,1.0,1.0,33,33,28,0.8485,0.8485,0.8485,0.7368
936,17,17,16,0.9412,0.9412,0.9412,0.8889,16,16,16,1.0,1.0,1.0,1.0,33,33,32,0.9697,0.9697,0.9697,0.9412
937,30,31,1,0.0323,0.0333,0.0328,0.0167,26,27,0,0.0,0.0,0,0.0,56,58,1,0.0172,0.0179,0.0175,0.0088
938,14,14,13,0.9286,0.9286,0.9286,0.8667,10,10,10,1.0,1.0,1.0,1.0,24,24,23,0.9583,0.9583,0.9583,0.92
940,34,34,15,0.4412,0.4412,0.4412,0.283,32,32,20,0.625,0.625,0.625,0.4545,66,66,35,0.5303,0.5303,0.5303,0.3608
